id,treatment,attention,age,gender,chatgpt_familiarity,chatgpt_used,chatgpt_frequency,chatgpt_trust,order,task,competent,warm,moral,lazy,trustworthy
456,AI_Tool_Honest,TikTok,43,Female,5,Yes,3,6,4,Writing a marriage proposal,5,3,2,6,4
456,AI_Tool_Honest,TikTok,43,Female,5,Yes,3,6,5,Writing an apology letter to a friend,3,2,2,6,2
456,AI_Tool_Honest,TikTok,43,Female,5,Yes,3,6,6,Generating a shopping list,6,5,6,2,5
457,Control,TikTok,36,Male,2,Yes,2,3,1,Writing a dinner recipe,7,4,4,2,5
457,Control,TikTok,36,Male,2,Yes,2,3,2,Generating a shopping list,7,4,4,2,5
457,Control,TikTok,36,Male,2,Yes,2,3,3,Writing a love letter,7,6,4,2,4
457,Control,TikTok,36,Male,2,Yes,2,3,4,Planning a surprise birthday party for a friend,7,4,6,2,5
457,Control,TikTok,36,Male,2,Yes,2,3,5,Solving a mathematical equation,7,3,4,1,5
457,Control,TikTok,36,Male,2,Yes,2,3,6,Writing a bereavement card to a family member,7,5,6,2,5
458,AI_Full_Honest,TikTok,34,Female,1,No,1,1,1,Solving a mathematical equation,3,4,5,4,4
458,AI_Full_Honest,TikTok,34,Female,1,No,1,1,2,Generating a shopping list,3,4,4,4,4
458,AI_Full_Honest,TikTok,34,Female,1,No,1,1,3,Planning a city tour for a friend,2,4,4,7,4
458,AI_Full_Honest,TikTok,34,Female,1,No,1,1,4,Writing a bereavement card to a family member,1,2,2,7,2
458,AI_Full_Honest,TikTok,34,Female,1,No,1,1,5,Writing a short story,1,4,4,7,4
458,AI_Full_Honest,TikTok,34,Female,1,No,1,1,6,Writing a marriage proposal,1,1,4,7,4
459,AI_Tool_Honest,TikTok,40,Female,3,No,1,4,1,Planning a syllabus,6,5,7,1,7
459,AI_Tool_Honest,TikTok,40,Female,3,No,1,4,2,Writing computer code,6,4,7,2,7
459,AI_Tool_Honest,TikTok,40,Female,3,No,1,4,3,Writing a dinner recipe,5,4,6,4,7
459,AI_Tool_Honest,TikTok,40,Female,3,No,1,4,4,Writing a love letter,4,2,2,6,4
459,AI_Tool_Honest,TikTok,40,Female,3,No,1,4,5,Planning a surprise birthday party for a friend,3,3,4,6,5
459,AI_Tool_Honest,TikTok,40,Female,3,No,1,4,6,Planning a city tour for a friend,6,6,6,3,7
460,AI_Tool_Honest,TikTok,25,Male,5,Yes,4,3,1,Generating a shopping list,5,4,4,3,4
460,AI_Tool_Honest,TikTok,25,Male,5,Yes,4,3,2,Creating a daily schedule,5,4,4,4,4
460,AI_Tool_Honest,TikTok,25,Male,5,Yes,4,3,3,Planning a syllabus,5,4,4,4,4
460,AI_Tool_Honest,TikTok,25,Male,5,Yes,4,3,4,Planning a surprise birthday party for a friend,5,5,4,4,4
460,AI_Tool_Honest,TikTok,25,Male,5,Yes,4,3,5,Writing an apology letter to a friend,5,5,5,4,4
460,AI_Tool_Honest,TikTok,25,Male,5,Yes,4,3,6,Writing a love letter,5,5,4,4,4
461,AI_Tool_Honest,TikTok,33,Male,6,Yes,4,3,1,Writing a cover letter for a job application,7,4,7,1,7
461,AI_Tool_Honest,TikTok,33,Male,6,Yes,4,3,2,Writing a dinner recipe,7,4,7,1,7
461,AI_Tool_Honest,TikTok,33,Male,6,Yes,4,3,3,Writing a bereavement card to a family member,7,4,7,1,7
461,AI_Tool_Honest,TikTok,33,Male,6,Yes,4,3,4,Planning a surprise birthday party for a friend,7,4,7,1,7
461,AI_Tool_Honest,TikTok,33,Male,6,Yes,4,3,5,Writing an apology letter to a friend,7,4,7,1,7
461,AI_Tool_Honest,TikTok,33,Male,6,Yes,4,3,6,Solving a mathematical equation,7,4,7,1,7
462,AI_Full_Honest,TikTok,47,Male,4,Yes,2,4,1,Writing a bereavement card to a family member,1,1,1,7,1
462,AI_Full_Honest,TikTok,47,Male,4,Yes,2,4,2,Writing a cover letter for a job application,2,3,2,6,2
462,AI_Full_Honest,TikTok,47,Male,4,Yes,2,4,3,Writing a dinner recipe,2,2,4,4,4
462,AI_Full_Honest,TikTok,47,Male,4,Yes,2,4,4,Planning a syllabus,4,4,4,4,4
462,AI_Full_Honest,TikTok,47,Male,4,Yes,2,4,5,Writing an apology letter to a friend,4,3,3,5,3
462,AI_Full_Honest,TikTok,47,Male,4,Yes,2,4,6,Planning a city tour for a friend,3,3,5,4,4
463,AI_Tool_Honest,TikTok,35,Male,7,Yes,4,6,1,Planning a city tour for a friend,5,5,4,4,4
463,AI_Tool_Honest,TikTok,35,Male,7,Yes,4,6,2,Writing a marriage proposal,4,5,4,4,4
463,AI_Tool_Honest,TikTok,35,Male,7,Yes,4,6,3,Generating a shopping list,6,4,4,3,4
463,AI_Tool_Honest,TikTok,35,Male,7,Yes,4,6,4,Planning a syllabus,5,4,4,4,4
463,AI_Tool_Honest,TikTok,35,Male,7,Yes,4,6,5,Writing a love letter,3,3,4,3,4
463,AI_Tool_Honest,TikTok,35,Male,7,Yes,4,6,6,Writing a short story,2,4,4,2,2
464,AI_Full_Deception,TikTok,41,Female,5,Yes,3,4,1,Writing wedding vows,4,4,3,6,6
464,AI_Full_Deception,TikTok,41,Female,5,Yes,3,4,2,Writing an apology letter to a friend,4,4,3,6,6
464,AI_Full_Deception,TikTok,41,Female,5,Yes,3,4,3,Creating a daily schedule,5,4,4,3,2
464,AI_Full_Deception,TikTok,41,Female,5,Yes,3,4,4,Writing a marriage proposal,4,4,4,5,4
464,AI_Full_Deception,TikTok,41,Female,5,Yes,3,4,5,Writing a short story,4,4,4,5,4
464,AI_Full_Deception,TikTok,41,Female,5,Yes,3,4,6,Planning a syllabus,5,4,4,3,4
465,AI_Tool_Honest,TikTok,40,Female,5,Yes,2,4,1,Writing computer code,6,4,6,3,6
465,AI_Tool_Honest,TikTok,40,Female,5,Yes,2,4,2,Writing a love letter,5,4,3,4,4
465,AI_Tool_Honest,TikTok,40,Female,5,Yes,2,4,3,Planning a syllabus,5,4,5,3,5
465,AI_Tool_Honest,TikTok,40,Female,5,Yes,2,4,4,Writing a bereavement card to a family member,4,4,5,4,5
465,AI_Tool_Honest,TikTok,40,Female,5,Yes,2,4,5,Planning a surprise birthday party for a friend,4,4,5,4,5
465,AI_Tool_Honest,TikTok,40,Female,5,Yes,2,4,6,Writing a dinner recipe,4,4,5,4,5
466,AI_Tool_Honest,TikTok,74,Male,1,No,1,2,1,Writing a marriage proposal,7,5,5,3,5
466,AI_Tool_Honest,TikTok,74,Male,1,No,1,2,2,Writing a bereavement card to a family member,7,5,5,4,5
466,AI_Tool_Honest,TikTok,74,Male,1,No,1,2,3,Planning a syllabus,6,5,5,5,4
466,AI_Tool_Honest,TikTok,74,Male,1,No,1,2,4,Writing an apology letter to a friend,5,5,5,6,5
466,AI_Tool_Honest,TikTok,74,Male,1,No,1,2,5,Writing a poem,5,4,4,5,4
466,AI_Tool_Honest,TikTok,74,Male,1,No,1,2,6,Creating a daily schedule,4,4,5,5,4
467,AI_Full_Deception,TikTok,62,Female,3,No,1,4,1,Planning a surprise birthday party for a friend,5,5,5,4,4
467,AI_Full_Deception,TikTok,62,Female,3,No,1,4,2,Writing computer code,2,4,4,3,3
467,AI_Full_Deception,TikTok,62,Female,3,No,1,4,3,Writing a marriage proposal,2,2,2,2,1
467,AI_Full_Deception,TikTok,62,Female,3,No,1,4,4,Generating a shopping list,4,4,4,4,4
467,AI_Full_Deception,TikTok,62,Female,3,No,1,4,5,Writing a poem,3,3,4,3,2
467,AI_Full_Deception,TikTok,62,Female,3,No,1,4,6,Writing an apology letter to a friend,1,2,2,6,2
468,AI_Full_Honest,TikTok,35,Female,4,Yes,2,3,1,Planning a city tour for a friend,1,2,3,7,4
468,AI_Full_Honest,TikTok,35,Female,4,Yes,2,3,2,Writing wedding vows,1,1,2,7,3
468,AI_Full_Honest,TikTok,35,Female,4,Yes,2,3,3,Solving a mathematical equation,1,1,2,7,3
468,AI_Full_Honest,TikTok,35,Female,4,Yes,2,3,4,Writing a marriage proposal,1,1,1,7,3
468,AI_Full_Honest,TikTok,35,Female,4,Yes,2,3,5,Planning a syllabus,3,2,2,5,3
468,AI_Full_Honest,TikTok,35,Female,4,Yes,2,3,6,Creating a daily schedule,2,1,2,7,4
469,AI_Tool_Deception,TikTok,26,Female,4,Yes,2,2,1,Writing wedding vows,5,2,1,7,1
469,AI_Tool_Deception,TikTok,26,Female,4,Yes,2,2,2,Writing computer code,3,3,3,3,3
469,AI_Tool_Deception,TikTok,26,Female,4,Yes,2,2,3,Planning a surprise birthday party for a friend,3,2,3,4,3
469,AI_Tool_Deception,TikTok,26,Female,4,Yes,2,2,4,Writing a marriage proposal,1,1,1,7,1
469,AI_Tool_Deception,TikTok,26,Female,4,Yes,2,2,5,Generating a shopping list,5,4,4,2,4
469,AI_Tool_Deception,TikTok,26,Female,4,Yes,2,2,6,Writing a dinner recipe,2,2,2,6,2
470,AI_Tool_Deception,TikTok,42,Female,3,No,2,4,1,Creating a daily schedule,4,4,4,4,4
470,AI_Tool_Deception,TikTok,42,Female,3,No,2,4,2,Writing a love letter,4,4,4,4,4
470,AI_Tool_Deception,TikTok,42,Female,3,No,2,4,3,Writing a dinner recipe,4,4,4,4,4
470,AI_Tool_Deception,TikTok,42,Female,3,No,2,4,4,Planning a city tour for a friend,4,4,4,4,4
470,AI_Tool_Deception,TikTok,42,Female,3,No,2,4,5,Writing a marriage proposal,4,4,4,4,4
470,AI_Tool_Deception,TikTok,42,Female,3,No,2,4,6,Solving a mathematical equation,4,4,4,4,4
471,AI_Full_Deception,Twitter,45,Male,7,Yes,5,4,1,Generating a shopping list,3,4,4,7,1
471,AI_Full_Deception,Twitter,45,Male,7,Yes,5,4,2,Writing a bereavement card to a family member,3,3,4,7,7
471,AI_Full_Deception,Twitter,45,Male,7,Yes,5,4,3,Writing an apology letter to a friend,4,4,4,5,4
471,AI_Full_Deception,Twitter,45,Male,7,Yes,5,4,4,Planning a city tour for a friend,4,4,4,5,5
471,AI_Full_Deception,Twitter,45,Male,7,Yes,5,4,5,Planning a syllabus,4,4,4,5,5
471,AI_Full_Deception,Twitter,45,Male,7,Yes,5,4,6,Writing a dinner recipe,4,4,4,4,3
472,Control,TikTok,49,Female,5,Yes,3,2,1,Writing a love letter,4,4,4,7,4
472,Control,TikTok,49,Female,5,Yes,3,2,2,Writing a marriage proposal,4,4,4,1,4
472,Control,TikTok,49,Female,5,Yes,3,2,3,Writing a cover letter for a job application,4,4,4,1,4
472,Control,TikTok,49,Female,5,Yes,3,2,4,Creating a daily schedule,4,4,4,1,4
472,Control,TikTok,49,Female,5,Yes,3,2,5,Solving a mathematical equation,4,4,4,1,4
472,Control,TikTok,49,Female,5,Yes,3,2,6,Writing wedding vows,4,4,4,1,4
473,AI_Full_Honest,TikTok,22,Female,7,No,1,1,1,Writing computer code,1,2,1,7,3
473,AI_Full_Honest,TikTok,22,Female,7,No,1,1,2,Writing a marriage proposal,1,2,1,7,3
473,AI_Full_Honest,TikTok,22,Female,7,No,1,1,3,Writing a cover letter for a job application,1,2,1,7,3
473,AI_Full_Honest,TikTok,22,Female,7,No,1,1,4,Writing a bereavement card to a family member,1,1,1,7,3
473,AI_Full_Honest,TikTok,22,Female,7,No,1,1,5,Writing wedding vows,1,1,1,7,1
473,AI_Full_Honest,TikTok,22,Female,7,No,1,1,6,Solving a mathematical equation,1,2,1,7,1
474,Control,TikTok,61,Female,1,No,1,4,1,Writing a dinner recipe,6,4,4,1,4
474,Control,TikTok,61,Female,1,No,1,4,2,Writing a cover letter for a job application,6,4,4,1,4
474,Control,TikTok,61,Female,1,No,1,4,3,Planning a surprise birthday party for a friend,6,6,4,1,6
474,Control,TikTok,61,Female,1,No,1,4,4,Writing a love letter,6,6,4,1,4
474,Control,TikTok,61,Female,1,No,1,4,5,Writing a marriage proposal,6,6,5,1,6
474,Control,TikTok,61,Female,1,No,1,4,6,Writing a poem,6,4,4,1,4
475,AI_Tool_Deception,TikTok,42,Male,3,Yes,2,4,1,Writing wedding vows,1,2,1,7,2
475,AI_Tool_Deception,TikTok,42,Male,3,Yes,2,4,2,Writing a short story,1,1,1,7,1
475,AI_Tool_Deception,TikTok,42,Male,3,Yes,2,4,3,Planning a surprise birthday party for a friend,1,1,1,7,1
475,AI_Tool_Deception,TikTok,42,Male,3,Yes,2,4,4,Writing a cover letter for a job application,1,1,1,7,1
475,AI_Tool_Deception,TikTok,42,Male,3,Yes,2,4,5,Planning a city tour for a friend,2,2,3,3,4
475,AI_Tool_Deception,TikTok,42,Male,3,Yes,2,4,6,Creating a daily schedule,4,3,3,5,3
476,AI_Full_Deception,TikTok,34,Female,3,Yes,2,3,1,Planning a city tour for a friend,2,4,2,6,2
476,AI_Full_Deception,TikTok,34,Female,3,Yes,2,3,2,Writing a love letter,2,2,2,2,2
476,AI_Full_Deception,TikTok,34,Female,3,Yes,2,3,3,Writing computer code,2,3,2,2,3
476,AI_Full_Deception,TikTok,34,Female,3,Yes,2,3,4,Writing a marriage proposal,2,2,2,2,2
476,AI_Full_Deception,TikTok,34,Female,3,Yes,2,3,5,Writing a dinner recipe,2,2,2,2,2
476,AI_Full_Deception,TikTok,34,Female,3,Yes,2,3,6,Planning a syllabus,2,2,2,2,2
477,AI_Full_Deception,TikTok,30,Female,5,Yes,2,3,1,Writing a love letter,3,3,3,6,2
477,AI_Full_Deception,TikTok,30,Female,5,Yes,2,3,2,Writing wedding vows,3,2,3,6,2
477,AI_Full_Deception,TikTok,30,Female,5,Yes,2,3,3,Writing a dinner recipe,3,3,3,5,3
477,AI_Full_Deception,TikTok,30,Female,5,Yes,2,3,4,Writing a poem,3,3,3,5,3
477,AI_Full_Deception,TikTok,30,Female,5,Yes,2,3,5,Planning a surprise birthday party for a friend,4,3,3,5,3
477,AI_Full_Deception,TikTok,30,Female,5,Yes,2,3,6,Planning a syllabus,4,3,3,5,3
478,AI_Tool_Deception,TikTok,42,Male,5,Yes,3,5,1,Planning a city tour for a friend,4,3,3,4,4
478,AI_Tool_Deception,TikTok,42,Male,5,Yes,3,5,2,Writing wedding vows,5,4,4,5,4
478,AI_Tool_Deception,TikTok,42,Male,5,Yes,3,5,3,Planning a surprise birthday party for a friend,6,4,4,5,6
478,AI_Tool_Deception,TikTok,42,Male,5,Yes,3,5,4,Solving a mathematical equation,6,5,4,4,4
478,AI_Tool_Deception,TikTok,42,Male,5,Yes,3,5,5,Writing a short story,5,5,5,5,5
478,AI_Tool_Deception,TikTok,42,Male,5,Yes,3,5,6,Writing a poem,5,4,5,6,5
479,AI_Tool_Honest,TikTok,55,Female,4,Yes,3,4,1,Writing a marriage proposal,4,4,4,4,4
479,AI_Tool_Honest,TikTok,55,Female,4,Yes,3,4,2,Planning a syllabus,4,4,4,4,7
479,AI_Tool_Honest,TikTok,55,Female,4,Yes,3,4,3,Writing a love letter,4,4,4,4,6
479,AI_Tool_Honest,TikTok,55,Female,4,Yes,3,4,4,Writing computer code,4,4,4,4,6
479,AI_Tool_Honest,TikTok,55,Female,4,Yes,3,4,5,Planning a city tour for a friend,4,4,4,4,6
479,AI_Tool_Honest,TikTok,55,Female,4,Yes,3,4,6,Writing a dinner recipe,5,4,4,4,6
480,Control,TikTok,37,Male,5,Yes,3,5,1,Writing a love letter,4,5,5,2,4
480,Control,TikTok,37,Male,5,Yes,3,5,2,Planning a surprise birthday party for a friend,4,5,5,2,4
480,Control,TikTok,37,Male,5,Yes,3,5,3,Writing a dinner recipe,4,4,5,2,4
480,Control,TikTok,37,Male,5,Yes,3,5,4,Writing computer code,5,4,5,2,4
480,Control,TikTok,37,Male,5,Yes,3,5,5,Writing wedding vows,4,5,5,2,4
480,Control,TikTok,37,Male,5,Yes,3,5,6,Solving a mathematical equation,4,4,4,2,4
481,Control,TikTok,40,Female,6,Yes,4,6,1,Planning a surprise birthday party for a friend,7,7,7,1,7
481,Control,TikTok,40,Female,6,Yes,4,6,2,Writing a poem,7,7,7,1,4
481,Control,TikTok,40,Female,6,Yes,4,6,3,Writing an apology letter to a friend,5,5,7,1,5
481,Control,TikTok,40,Female,6,Yes,4,6,4,Solving a mathematical equation,7,5,5,1,5
481,Control,TikTok,40,Female,6,Yes,4,6,5,Generating a shopping list,7,6,5,1,6
481,Control,TikTok,40,Female,6,Yes,4,6,6,Writing a marriage proposal,6,5,5,1,6
482,AI_Tool_Deception,TikTok,58,Female,6,Yes,2,5,1,Writing a cover letter for a job application,5,4,4,4,4
482,AI_Tool_Deception,TikTok,58,Female,6,Yes,2,5,2,Writing a dinner recipe,5,4,4,4,4
482,AI_Tool_Deception,TikTok,58,Female,6,Yes,2,5,3,Planning a surprise birthday party for a friend,5,4,4,4,4
482,AI_Tool_Deception,TikTok,58,Female,6,Yes,2,5,4,Creating a daily schedule,5,4,4,4,4
482,AI_Tool_Deception,TikTok,58,Female,6,Yes,2,5,5,Writing a marriage proposal,5,4,4,4,4
482,AI_Tool_Deception,TikTok,58,Female,6,Yes,2,5,6,Writing wedding vows,5,4,4,4,4
483,AI_Tool_Deception,TikTok,59,Female,4,Yes,2,3,1,Solving a mathematical equation,5,5,4,4,3
483,AI_Tool_Deception,TikTok,59,Female,4,Yes,2,3,2,Writing a bereavement card to a family member,4,4,3,4,3
483,AI_Tool_Deception,TikTok,59,Female,4,Yes,2,3,3,Creating a daily schedule,4,4,4,5,3
483,AI_Tool_Deception,TikTok,59,Female,4,Yes,2,3,4,Writing an apology letter to a friend,4,4,3,4,3
483,AI_Tool_Deception,TikTok,59,Female,4,Yes,2,3,5,Writing a dinner recipe,4,5,4,5,3
483,AI_Tool_Deception,TikTok,59,Female,4,Yes,2,3,6,Writing a love letter,3,2,2,6,3
484,AI_Tool_Honest,TikTok,56,Female,6,Yes,4,5,1,Writing wedding vows,1,1,1,7,1
484,AI_Tool_Honest,TikTok,56,Female,6,Yes,4,5,2,Writing a love letter,1,1,1,7,1
484,AI_Tool_Honest,TikTok,56,Female,6,Yes,4,5,3,Writing a dinner recipe,4,4,4,1,4
484,AI_Tool_Honest,TikTok,56,Female,6,Yes,4,5,4,Writing a poem,1,1,4,7,1
484,AI_Tool_Honest,TikTok,56,Female,6,Yes,4,5,5,Planning a syllabus,2,2,2,6,2
484,AI_Tool_Honest,TikTok,56,Female,6,Yes,4,5,6,Writing a bereavement card to a family member,1,1,1,7,1
485,AI_Tool_Honest,TikTok,47,Female,5,Yes,3,5,1,Writing a short story,5,4,3,6,4
485,AI_Tool_Honest,TikTok,47,Female,5,Yes,3,5,2,Writing wedding vows,3,3,2,6,3
485,AI_Tool_Honest,TikTok,47,Female,5,Yes,3,5,3,Generating a shopping list,5,4,4,6,4
485,AI_Tool_Honest,TikTok,47,Female,5,Yes,3,5,4,Writing a cover letter for a job application,5,4,4,3,5
485,AI_Tool_Honest,TikTok,47,Female,5,Yes,3,5,5,Writing a love letter,2,3,2,6,3
485,AI_Tool_Honest,TikTok,47,Female,5,Yes,3,5,6,Planning a surprise birthday party for a friend,4,4,4,6,4
486,AI_Tool_Deception,TikTok,35,Male,7,Yes,4,6,1,Creating a daily schedule,2,2,1,4,4
486,AI_Tool_Deception,TikTok,35,Male,7,Yes,4,6,2,Writing a love letter,2,1,1,4,4
486,AI_Tool_Deception,TikTok,35,Male,7,Yes,4,6,3,Planning a city tour for a friend,3,3,3,2,4
486,AI_Tool_Deception,TikTok,35,Male,7,Yes,4,6,4,Solving a mathematical equation,1,2,1,5,3
486,AI_Tool_Deception,TikTok,35,Male,7,Yes,4,6,5,Generating a shopping list,5,4,4,2,4
486,AI_Tool_Deception,TikTok,35,Male,7,Yes,4,6,6,Writing wedding vows,4,2,2,4,3
487,AI_Tool_Deception,TikTok,44,Female,7,Yes,5,5,1,Writing computer code,4,4,2,5,2
487,AI_Tool_Deception,TikTok,44,Female,7,Yes,5,5,2,Planning a city tour for a friend,5,5,3,3,3
487,AI_Tool_Deception,TikTok,44,Female,7,Yes,5,5,3,Writing a bereavement card to a family member,5,5,3,3,3
487,AI_Tool_Deception,TikTok,44,Female,7,Yes,5,5,4,Writing a love letter,5,4,3,5,3
487,AI_Tool_Deception,TikTok,44,Female,7,Yes,5,5,5,Writing a cover letter for a job application,6,4,3,3,3
487,AI_Tool_Deception,TikTok,44,Female,7,Yes,5,5,6,Creating a daily schedule,6,3,3,2,3
488,Control,TikTok,53,Female,2,Yes,2,3,1,Writing computer code,6,4,4,2,5
488,Control,TikTok,53,Female,2,Yes,2,3,2,Planning a surprise birthday party for a friend,4,6,6,1,4
488,Control,TikTok,53,Female,2,Yes,2,3,3,Creating a daily schedule,4,3,4,3,4
488,Control,TikTok,53,Female,2,Yes,2,3,4,Generating a shopping list,4,4,4,4,4
488,Control,TikTok,53,Female,2,Yes,2,3,5,Writing a love letter,5,6,5,2,4
488,Control,TikTok,53,Female,2,Yes,2,3,6,Writing a bereavement card to a family member,5,5,4,2,4
489,AI_Full_Deception,TikTok,64,Female,2,No,2,4,1,Writing an apology letter to a friend,NA,NA,7,3,NA
489,AI_Full_Deception,TikTok,64,Female,2,No,2,4,2,Solving a mathematical equation,3,2,6,7,2
489,AI_Full_Deception,TikTok,64,Female,2,No,2,4,3,Creating a daily schedule,3,3,2,1,2
489,AI_Full_Deception,TikTok,64,Female,2,No,2,4,4,Planning a city tour for a friend,1,2,3,2,3
489,AI_Full_Deception,TikTok,64,Female,2,No,2,4,5,Writing a love letter,2,3,2,1,2
489,AI_Full_Deception,TikTok,64,Female,2,No,2,4,6,Writing a dinner recipe,3,4,3,4,3
490,AI_Tool_Deception,TikTok,36,Male,5,Yes,2,6,1,Writing a bereavement card to a family member,5,3,4,5,4
490,AI_Tool_Deception,TikTok,36,Male,5,Yes,2,6,2,Writing a marriage proposal,5,3,4,5,4
490,AI_Tool_Deception,TikTok,36,Male,5,Yes,2,6,3,Writing computer code,5,4,4,5,5
490,AI_Tool_Deception,TikTok,36,Male,5,Yes,2,6,4,Writing a dinner recipe,6,4,6,4,6
490,AI_Tool_Deception,TikTok,36,Male,5,Yes,2,6,5,Planning a surprise birthday party for a friend,5,4,5,4,5
490,AI_Tool_Deception,TikTok,36,Male,5,Yes,2,6,6,Planning a syllabus,6,5,5,4,5
491,AI_Tool_Honest,TikTok,28,Female,6,Yes,3,5,1,Solving a mathematical equation,5,4,4,4,4
491,AI_Tool_Honest,TikTok,28,Female,6,Yes,3,5,2,Planning a city tour for a friend,5,4,4,4,5
491,AI_Tool_Honest,TikTok,28,Female,6,Yes,3,5,3,Writing a dinner recipe,5,4,5,4,5
491,AI_Tool_Honest,TikTok,28,Female,6,Yes,3,5,4,Writing a marriage proposal,4,4,2,4,2
491,AI_Tool_Honest,TikTok,28,Female,6,Yes,3,5,5,Writing an apology letter to a friend,4,2,2,4,1
491,AI_Tool_Honest,TikTok,28,Female,6,Yes,3,5,6,Planning a syllabus,6,4,4,4,3
492,AI_Tool_Deception,TikTok,40,Female,2,No,1,4,1,Planning a syllabus,4,4,4,4,4
492,AI_Tool_Deception,TikTok,40,Female,2,No,1,4,2,Writing a cover letter for a job application,4,4,4,4,4
492,AI_Tool_Deception,TikTok,40,Female,2,No,1,4,3,Writing a bereavement card to a family member,4,4,4,4,4
492,AI_Tool_Deception,TikTok,40,Female,2,No,1,4,4,Writing a love letter,4,4,4,4,4
492,AI_Tool_Deception,TikTok,40,Female,2,No,1,4,5,Writing a marriage proposal,4,4,4,4,4
492,AI_Tool_Deception,TikTok,40,Female,2,No,1,4,6,Writing a poem,4,4,4,4,4
493,AI_Full_Honest,TikTok,26,Female,4,Yes,2,3,1,Planning a syllabus,3,3,4,2,2
493,AI_Full_Honest,TikTok,26,Female,4,Yes,2,3,2,Solving a mathematical equation,2,3,2,6,2
493,AI_Full_Honest,TikTok,26,Female,4,Yes,2,3,3,Writing computer code,2,3,1,6,2
493,AI_Full_Honest,TikTok,26,Female,4,Yes,2,3,4,Writing wedding vows,2,3,2,6,3
493,AI_Full_Honest,TikTok,26,Female,4,Yes,2,3,5,Writing a bereavement card to a family member,2,2,2,7,3
493,AI_Full_Honest,TikTok,26,Female,4,Yes,2,3,6,Writing a love letter,2,1,2,7,2
494,AI_Full_Deception,TikTok,42,Female,7,Yes,3,4,1,Generating a shopping list,1,1,1,7,1
494,AI_Full_Deception,TikTok,42,Female,7,Yes,3,4,2,Writing a bereavement card to a family member,1,1,1,7,1
494,AI_Full_Deception,TikTok,42,Female,7,Yes,3,4,3,Writing a short story,1,1,1,7,1
494,AI_Full_Deception,TikTok,42,Female,7,Yes,3,4,4,Planning a city tour for a friend,1,1,1,7,1
494,AI_Full_Deception,TikTok,42,Female,7,Yes,3,4,5,Writing an apology letter to a friend,1,1,1,7,1
494,AI_Full_Deception,TikTok,42,Female,7,Yes,3,4,6,Writing a poem,1,1,1,7,1
495,AI_Tool_Honest,TikTok,47,Female,1,No,1,2,1,Writing an apology letter to a friend,5,5,7,1,7
495,AI_Tool_Honest,TikTok,47,Female,1,No,1,2,2,Writing a dinner recipe,6,5,6,2,7
495,AI_Tool_Honest,TikTok,47,Female,1,No,1,2,3,Writing a love letter,5,3,3,7,6
495,AI_Tool_Honest,TikTok,47,Female,1,No,1,2,4,Generating a shopping list,3,4,5,7,7
495,AI_Tool_Honest,TikTok,47,Female,1,No,1,2,5,Planning a surprise birthday party for a friend,6,5,5,4,6
495,AI_Tool_Honest,TikTok,47,Female,1,No,1,2,6,Creating a daily schedule,5,4,4,3,6
496,AI_Tool_Honest,TikTok,31,Non-binary / third gender,6,Yes,3,5,1,Writing a bereavement card to a family member,5,6,6,7,4
496,AI_Tool_Honest,TikTok,31,Non-binary / third gender,6,Yes,3,5,2,Planning a syllabus,3,4,3,2,3
496,AI_Tool_Honest,TikTok,31,Non-binary / third gender,6,Yes,3,5,3,Writing a marriage proposal,2,2,4,1,2
496,AI_Tool_Honest,TikTok,31,Non-binary / third gender,6,Yes,3,5,4,Planning a surprise birthday party for a friend,4,5,5,3,5
496,AI_Tool_Honest,TikTok,31,Non-binary / third gender,6,Yes,3,5,5,Writing a poem,2,4,4,2,3
496,AI_Tool_Honest,TikTok,31,Non-binary / third gender,6,Yes,3,5,6,Writing a dinner recipe,6,4,5,5,4
497,Control,TikTok,24,Female,6,Yes,4,5,1,Writing a poem,6,5,4,2,4
497,Control,TikTok,24,Female,6,Yes,4,5,2,Writing a marriage proposal,5,7,4,2,4
497,Control,TikTok,24,Female,6,Yes,4,5,3,Planning a syllabus,7,5,5,1,5
497,Control,TikTok,24,Female,6,Yes,4,5,4,Writing a bereavement card to a family member,5,7,6,2,5
497,Control,TikTok,24,Female,6,Yes,4,5,5,Writing a dinner recipe,5,5,4,2,4
497,Control,TikTok,24,Female,6,Yes,4,5,6,Writing an apology letter to a friend,5,7,7,3,6
498,AI_Full_Deception,TikTok,46,Female,5,Yes,3,5,1,Planning a syllabus,2,1,2,7,2
498,AI_Full_Deception,TikTok,46,Female,5,Yes,3,5,2,Planning a surprise birthday party for a friend,5,4,3,6,4
498,AI_Full_Deception,TikTok,46,Female,5,Yes,3,5,3,Creating a daily schedule,4,4,4,6,4
498,AI_Full_Deception,TikTok,46,Female,5,Yes,3,5,4,Generating a shopping list,5,4,4,6,4
498,AI_Full_Deception,TikTok,46,Female,5,Yes,3,5,5,Planning a city tour for a friend,4,4,4,6,4
498,AI_Full_Deception,TikTok,46,Female,5,Yes,3,5,6,Writing wedding vows,2,1,1,7,1
499,AI_Full_Deception,TikTok,31,Male,6,Yes,3,4,1,Planning a surprise birthday party for a friend,3,3,3,5,1
499,AI_Full_Deception,TikTok,31,Male,6,Yes,3,4,2,Creating a daily schedule,3,3,4,5,2
499,AI_Full_Deception,TikTok,31,Male,6,Yes,3,4,3,Writing a marriage proposal,3,3,4,5,2
